name,week,population,deaths,confirmed,recovered,active,flights_arrived,flights_departed,arrived,departed,hospitalized,hospitalization rate
"US, NM",2020-06-14,2096829,7011,159524,69280,83233,570,555,25332,26078,26115,17.56509925957582
"US, NM",2020-06-29,2096829,7799,203163,87432,107932,570,555,26135,27049,30359,16.039939671580356
"US, NM",2020-07-14,2096829,8795,263977,102966,152216,570,555,28597,29296,36191,14.718960683024344
"US, NM",2020-07-29,2096829,9982,323043,130168,182893,570,555,32939,33084,41399,13.735138086459212
"US, NM",2020-08-13,2096829,10976,359229,164725,183528,570,555,27605,27413,44951,13.4102497218531
"US, NM",2020-08-28,2096829,11911,387381,199109,176361,570,555,9350,9244,0,0.0
"US, NM",2020-09-12,2096829,12658,412731,226759,173314,570,555,0,0,0,0.0
"US, NM",2020-09-27,2096829,13349,459508,258217,187942,570,555,0,0,0,0.0
"US, NM",2020-10-12,2096829,14115,564171,297692,252364,570,555,886,876,0,0.0
"US, NM",2020-10-27,2096829,4990,224298,106077,113231,190,185,634,619,0,0.0
"US, NV",2020-01-01,3080156,0,0,0,0,690,690,939351,961532,0,0.0
"US, NV",2020-01-16,3080156,0,0,0,0,690,690,984310,993479,0,0.0
"US, NV",2020-01-31,3080156,0,0,0,0,690,690,1037079,1028670,0,0.0
"US, NV",2020-02-15,3080156,0,0,0,0,690,690,915296,926252,0,0.0
"US, NV",2020-03-01,3080156,0,0,0,0,690,690,610589,671293,0,0.0
"US, NV",2020-03-16,3080156,0,0,0,0,690,690,312254,375893,0,0.0
"US, NV",2020-03-31,3080156,352,8960,0,8608,690,690,82528,97942,282,0.7102558936428572
"US, NV",2020-04-15,3080156,2671,61485,100,58814,690,690,3887,1926,0,0.0
"US, NV",2020-04-30,3080156,4337,87704,2899,80468,690,690,51229,49585,0,0.0
"US, NV",2020-05-15,3080156,5671,113159,5205,102283,690,690,139016,140156,0,0.0
"US, NV",2020-05-30,3080156,6559,143507,7785,129163,690,690,227178,218442,0,0.0
"US, NV",2020-06-14,3080156,7255,201144,9851,184038,690,690,300621,284556,0,0.0
"US, NV",2020-06-29,3080156,8205,344738,11079,325454,690,690,360455,345068,0,0.0
"US, NV",2020-07-14,3080156,10209,562667,13674,538784,690,690,431264,422676,0,0.0
"US, NV",2020-07-29,3080156,13340,788482,18342,756800,690,690,501636,504050,0,0.0
"US, NV",2020-08-13,3080156,17231,952942,23288,912423,690,690,418344,425880,0,0.0
"US, NV",2020-08-28,3080156,20426,1059282,27504,1011352,690,690,142230,145394,0,0.0
"US, NV",2020-09-12,3080156,22774,1132219,30133,1079312,690,690,19,19,0,0.0
"US, NV",2020-09-27,3080156,24332,1231192,33202,1173658,690,690,0,0,0,0.0
"US, NV",2020-10-12,3080156,25736,1364681,34907,1304054,690,690,14281,14594,0,0.0
"US, NV",2020-10-27,3080156,8845,493484,12016,472643,230,230,9925,10149,0,0.0
"US, NY",2020-01-01,19453561,0,0,0,0,765,765,1259486,1260849,0,0.0
"US, NY",2020-01-16,19453561,0,0,0,0,765,765,1331010,1337923,0,0.0
"US, NY",2020-01-31,19453561,0,0,0,0,765,765,1424208,1438646,0,0.0
"US, NY",2020-02-15,19453561,0,0,0,0,765,765,1293886,1299877,0,0.0
"US, NY",2020-03-01,19453561,0,0,0,0,765,765,916695,900366,0,0.0
"US, NY",2020-03-16,19453561,0,0,0,0,765,765,498008,475786,0,0.0
"US, NY",2020-03-31,19453561,30285,587802,71661,557517,765,765,124048,114983,131507,4.79351602367065
"US, NY",2020-04-15,19453561,292396,3925013,415399,3632617,765,765,1688,1038,845633,23.148119661679857
"US, NY",2020-04-30,19453561,387308,4891846,863049,3641489,765,765,35791,35533,1062395,23.270227750550283
"US, NY",2020-05-15,19453561,432650,5365387,945020,3987717,765,765,117833,118777,1161904,23.198519302068128
"US, NY",2020-05-30,19453561,454012,5649693,1007678,4188003,765,765,179341,178568,1348499,25.575855079244157
"US, NY",2020-06-14,19453561,466799,5817845,1042437,4308609,765,765,210433,206217,1349925,24.861892195953896
"US, NY",2020-06-29,19453561,482457,5965116,1065500,4417159,765,765,214729,208890,1349925,24.24843080181891
"US, NY",2020-07-14,19453561,488027,6123317,1084398,4550892,765,765,239198,232255,1349925,23.621626348473807
"US, NY",2020-07-29,19453561,491055,6273516,1100956,4681505,765,765,286764,279055,1349925,23.055851502505412
"US, NY",2020-08-13,19453561,493004,6417312,1116072,4808236,765,765,245827,239578,1349925,22.539070966435336
"US, NY",2020-08-28,19453561,494725,6593573,1129519,4942315,765,765,84285,82165,0,0.0
"US, NY",2020-09-12,19453561,497003,6772905,1141452,5096694,765,765,19,7,0,0.0
"US, NY",2020-09-27,19453561,500754,7014033,1155937,5313878,765,765,6,0,0,0.0
"US, NY",2020-10-12,19453561,503546,7340423,1176414,5608867,765,765,8409,8193,0,0.0
"US, NY",2020-10-27,19453561,168489,2535836,397435,1950709,255,255,5865,5726,0,0.0
"US, OH",2020-01-01,11689100,0,0,0,0,750,735,483877,472161,0,0.0
"US, OH",2020-01-16,11689100,0,0,0,0,750,735,508917,508049,0,0.0
"US, OH",2020-01-31,11689100,0,0,0,0,750,735,543517,557696,0,0.0
"US, OH",2020-02-15,11689100,0,0,0,0,750,735,511510,512157,0,0.0
"US, OH",2020-03-01,11689100,0,0,0,0,750,735,398223,360746,0,0.0
"US, OH",2020-03-16,11689100,0,0,0,0,750,735,237196,193366,0,0.0
"US, OH",2020-03-31,11689100,1188,20864,0,20013,750,735,61493,47836,6137,6.302806151786994
"US, OH",2020-04-15,11689100,11124,199719,0,190660,750,735,4001,5559,42689,23.615100565510676
"US, OH",2020-04-30,11689100,20230,334068,0,315552,750,735,41157,46067,61762,19.875045036575028
"US, OH",2020-05-15,11689100,28057,460876,0,433006,750,735,95754,99385,80030,18.626407979209905
"US, OH",2020-05-30,11689100,33663,570152,0,534788,750,735,129036,134579,96547,18.14682505154345
"US, OH",2020-06-14,11689100,37130,677554,0,637148,750,735,158349,164084,109110,17.285102556679565
"US, OH",2020-06-29,11689100,40044,875042,502639,328165,750,735,190236,192630,124693,15.318966981621335
"US, OH",2020-07-14,11689100,43983,1161928,801136,312601,750,735,221592,218873,146399,13.533290029266066
"US, OH",2020-07-29,11689100,49322,1444938,1091263,299851,750,735,243343,235004,168304,12.4891231829275
"US, OH",2020-08-13,11689100,54459,1680371,1371029,250609,750,735,195931,186865,188801,12.042185852318328
"US, OH",2020-08-28,11689100,59520,1918836,1599955,255396,750,735,65773,62486,0,0.0
"US, OH",2020-09-12,11689100,63680,2148912,1824709,255348,750,735,7,7,0,0.0
"US, OH",2020-09-27,11689100,67650,2389058,2052948,262643,750,735,0,0,0,0.0
"US, OH",2020-10-12,11689100,73011,2766114,2274888,414664,750,735,6551,6231,0,0.0
"US, OH",2020-10-27,11689100,26057,1045503,826397,192744,250,245,4566,4336,0,0.0
"US, OR",2020-01-01,4217737,0,0,0,0,600,585,371160,369233,0,0.0
"US, OR",2020-01-16,4217737,0,0,0,0,600,585,387765,387421,0,0.0
"US, OR",2020-01-31,4217737,0,0,0,0,600,585,408856,409784,0,0.0
"US, OR",2020-02-15,4217737,0,0,0,0,600,585,373615,367428,0,0.0
"US, OR",2020-03-01,4217737,0,0,0,0,600,585,275778,255461,0,0.0
"US, OR",2020-03-16,4217737,0,0,0,0,600,585,159134,137899,0,0.0
"US, OR",2020-03-31,4217737,160,4744,0,4584,600,585,45778,39279,1109,5.009778376103894
"US, OR",2020-04-15,4217737,1209,31011,0,29802,600,585,5758,6333,7362,25.46216998365896
"US, OR",2020-04-30,4217737,1792,44902,13267,29843,600,585,27407,27574,9578,22.970722415498418
"US, OR",2020-05-15,4217737,2166,57657,22898,32593,600,585,60414,59010,10986,20.42600401912279
"US, OR",2020-05-30,4217737,2439,70701,33701,34561,600,585,85421,84626,12383,18.83797675274416
"US, OR",2020-06-14,4217737,2851,103217,38173,62193,600,585,106361,105302,14398,15.07681478148549
"US, OR",2020-06-29,4217737,3289,156080,42878,109913,600,585,127760,125146,16751,11.586933085331472
"US, OR",2020-07-14,4217737,4031,226479,50758,171690,600,585,152926,151089,20964,9.945199673596644
"US, OR",2020-07-29,4217737,5097,299726,60276,234353,600,585,176989,178986,25518,9.131615907148447
"US, OR",2020-08-13,4217737,6114,362301,67929,288258,600,585,147118,150826,29395,8.69556708886802
"US, OR",2020-08-28,4217737,7114,412825,76659,329052,600,585,49916,51402,0,0.0
"US, OR",2020-09-12,4217737,7878,459715,80983,370854,600,585,4,4,0,0.0
"US, OR",2020-09-27,4217737,8595,522763,86264,427904,600,585,0,0,0,0.0
"US, OR",2020-10-12,4217737,9419,598154,88050,500685,600,585,4962,5106,0,0.0
"US, OR",2020-10-27,4217737,3372,219138,29350,186416,200,195,3463,3568,0,0.0
"US, PA",2020-01-01,12801989,0,0,0,0,750,705,675989,678806,0,0.0
"US, PA",2020-01-16,12801989,0,0,0,0,750,705,712095,721920,0,0.0
"US, PA",2020-01-31,12801989,0,0,0,0,750,705,761055,779212,0,0.0
"US, PA",2020-02-15,12801989,0,0,0,0,750,705,708486,708461,0,0.0
"US, PA",2020-03-01,12801989,0,0,0,0,750,705,536593,497092,0,0.0
"US, PA",2020-03-16,12801989,0,0,0,0,750,705,313403,268577,0,0.0
"US, PA",2020-03-31,12801989,1837,72695,0,70858,750,705,85203,72782,6657,1.9624493262015363
"US, PA",2020-04-15,12801989,22879,552076,0,529197,750,705,5477,8414,34745,7.124218021206505
"US, PA",2020-04-30,12801989,50904,839550,0,788646,750,705,61247,66298,0,0.0
"US, PA",2020-05-15,12801989,73848,1046626,334926,637852,750,705,130923,132127,0,0.0
"US, PA",2020-05-30,12801989,88187,1189838,784387,317264,750,705,169286,170621,0,0.0
"US, PA",2020-06-14,12801989,96408,1294245,941756,256081,750,705,203913,205651,0,0.0
"US, PA",2020-06-29,12801989,101700,1430797,1055985,273112,750,705,247052,247959,0,0.0
"US, PA",2020-07-14,12801989,105811,1612172,1164874,341487,750,705,303374,300893,0,0.0
"US, PA",2020-07-29,12801989,108976,1806505,1322915,374614,750,705,359466,351347,0,0.0
"US, PA",2020-08-13,12801989,112711,1974140,1515342,346087,750,705,302473,293282,0,0.0
"US, PA",2020-08-28,12801989,115938,2132659,1683521,333200,750,705,103095,99712,0,0.0
"US, PA",2020-09-12,12801989,119196,2312198,1833756,359246,750,705,21,15,0,0.0
"US, PA",2020-09-27,12801989,122977,2525970,1999285,403708,750,705,6,1,0,0.0
"US, PA",2020-10-12,12801989,127514,2833549,2186082,519953,750,705,10301,9959,0,0.0
"US, PA",2020-10-27,12801989,43707,1040836,777827,219302,250,235,7187,6940,0,0.0
"US, RI",2020-01-01,1059361,0,0,0,0,525,555,63327,64822,0,0.0
"US, RI",2020-01-16,1059361,0,0,0,0,525,555,67081,69460,0,0.0
"US, RI",2020-01-31,1059361,0,0,0,0,525,555,72417,75798,0,0.0
"US, RI",2020-02-15,1059361,0,0,0,0,525,555,68509,68819,0,0.0
"US, RI",2020-03-01,1059361,0,0,0,0,525,555,53334,47362,0,0.0
"US, RI",2020-03-16,1059361,0,0,0,0,525,555,31768,24783,0,0.0
"US, RI",2020-03-31,1059361,299,8581,305,8375,525,555,8075,5931,863,2.1531399405832214
"US, RI",2020-04-15,1059361,3464,87990,4775,85356,525,555,202,347,7757,9.395972891604881
"US, RI",2020-04-30,1059361,7416,156626,10447,140521,525,555,4261,4002,17174,11.720349839122415
"US, RI",2020-05-15,1059361,10907,203510,16103,178757,525,555,10863,9518,22877,12.04282081726215
"US, RI",2020-05-30,1059361,13073,231562,20188,199771,525,555,15577,13906,26691,12.348162626647861
"US, RI",2020-06-14,1059361,14144,245918,23001,209503,525,555,18315,16688,29007,12.636620070620708
"US, RI",2020-06-29,1059361,14844,256359,24958,216924,525,555,19660,18191,30431,12.718658237194445
"US, RI",2020-07-14,1059361,15227,270330,26150,229246,525,555,21736,20845,31777,12.594786614158897
"US, RI",2020-07-29,1059361,15492,291874,27867,248834,525,555,24405,24382,33807,12.410740094624872
"US, RI",2020-08-13,1059361,15888,312958,30168,267357,525,555,20126,20512,36237,12.406058933848586
"US, RI",2020-08-28,1059361,16269,333148,32090,285237,525,555,6775,6937,0,0.0
"US, RI",2020-09-12,1059361,16646,354722,33705,304674,525,555,0,0,0,0.0
"US, RI",2020-09-27,1059361,17017,379769,35424,327541,525,555,0,0,0,0.0
"US, RI",2020-10-12,1059361,17684,428020,38105,372514,525,555,634,642,0,0.0
"US, RI",2020-10-27,1059361,6042,161449,13668,141804,175,185,456,461,0,0.0
"US, TN",2020-01-01,6829174,0,0,0,0,780,765,452457,440979,0,0.0
"US, TN",2020-01-16,6829174,0,0,0,0,780,765,475919,468234,0,0.0
"US, TN",2020-01-31,6829174,0,0,0,0,780,765,507014,505311,0,0.0
"US, TN",2020-02-15,6829174,0,0,0,0,780,765,466444,465598,0,0.0
"US, TN",2020-03-01,6829174,0,0,0,0,780,765,344054,338828,0,0.0
"US, TN",2020-03-16,6829174,0,0,0,0,780,765,195250,189368,0,0.0
"US, TN",2020-03-31,6829174,339,16945,5144,16606,780,765,51234,49565,1779,2.2484425853552357
"US, TN",2020-04-15,6829174,2422,120336,58330,117914,780,765,3906,4860,11767,10.644583259010286
"US, TN",2020-04-30,6829174,3548,212677,103789,105340,780,765,42649,44876,18645,9.417934474226387
"US, TN",2020-05-15,6829174,4838,291125,181368,104919,780,765,99623,101809,23416,8.643194178343014
"US, TN",2020-05-30,6829174,6177,389914,258446,125291,780,765,145608,146934,28518,7.857985650057599
"US, TN",2020-06-14,6829174,7961,528460,348014,172485,780,765,174732,177283,34603,7.031960405175764
"US, TN",2020-06-29,6829174,10003,795095,473888,311204,780,765,194656,195165,44141,5.993727810607703
"US, TN",2020-07-14,6829174,13219,1238104,721372,503513,780,765,221820,219055,57754,5.020848336540648
"US, TN",2020-07-29,6829174,17229,1718289,1122554,578506,780,765,247545,245987,75126,4.68599299348368
"US, TN",2020-08-13,6829174,22317,2085330,1502412,560601,780,765,202133,202117,92297,4.740659536693646
"US, TN",2020-08-28,6829174,27593,2407499,2021023,358883,780,765,68246,68297,0,0.0
"US, TN",2020-09-12,6829174,33120,2717287,2464112,220055,780,765,7,7,0,0.0
"US, TN",2020-09-27,6829174,38615,3038462,2768545,231302,780,765,0,0,0,0.0
"US, TN",2020-10-12,6829174,44271,3480703,3106035,330397,780,765,6759,6778,0,0.0
"US, TN",2020-10-27,6829174,16405,1283034,1135997,130632,260,255,4735,4723,0,0.0
"US, TX",2020-01-01,28995881,0,0,0,0,780,765,2906421,2895736,0,0.0
"US, TX",2020-01-16,28995881,0,0,0,0,780,765,3043090,3025860,0,0.0
"US, TX",2020-01-31,28995881,0,0,0,0,780,765,3216885,3190351,0,0.0
"US, TX",2020-02-15,28995881,0,0,0,0,780,765,2938790,2918750,0,0.0
"US, TX",2020-03-01,28995881,0,0,0,0,780,765,2152294,2153560,0,0.0
"US, TX",2020-03-16,28995881,0,0,0,0,780,765,1227736,1238794,0,0.0
"US, TX",2020-03-31,28995881,1006,43196,6863,42028,780,765,359202,364945,3923,1.957900232283963
"US, TX",2020-04-15,28995881,9028,326689,114083,316131,780,765,59105,56845,19844,6.912464722053732
"US, TX",2020-04-30,28995881,15884,547812,277799,250566,780,765,340199,337435,0,0.0
"US, TX",2020-05-15,28995881,23058,806904,483188,298558,780,765,679930,682057,0,0.0
"US, TX",2020-05-30,28995881,28376,1115258,728757,356070,780,765,914247,926317,0,0.0
"US, TX",2020-06-14,28995881,34533,1745552,1027017,678836,780,765,1073479,1096038,0,0.0
"US, TX",2020-06-29,28995881,44502,3173447,1600084,1516941,780,765,1189469,1218737,0,0.0
"US, TX",2020-07-14,28995881,70611,5274430,2852249,2342083,780,765,1381911,1400256,0,0.0
"US, TX",2020-07-29,28995881,124333,7157092,4683782,2303158,780,765,1622057,1611228,0,0.0
"US, TX",2020-08-13,28995881,171926,8730560,6442216,2045203,780,765,1365624,1341315,0,0.0
"US, TX",2020-08-28,28995881,204919,9789046,7950938,1581285,780,765,466120,456122,0,0.0
"US, TX",2020-09-12,28995881,229296,10805231,9092389,1416489,780,765,83,81,0,0.0
"US, TX",2020-09-27,28995881,249727,11946576,10195710,1406435,780,765,0,0,0,0.0
"US, TX",2020-10-12,28995881,267166,13010362,10971997,1646267,780,765,47221,46207,0,0.0
"US, TX",2020-10-27,28995881,92980,4642891,3861949,638735,260,255,32683,31984,0,0.0
"US, VA",2020-01-01,8535519,0,0,0,0,585,615,183183,172368,0,0.0
"US, VA",2020-01-16,8535519,0,0,0,0,585,615,187401,182043,0,0.0
"US, VA",2020-01-31,8535519,0,0,0,0,585,615,191837,194793,0,0.0
"US, VA",2020-02-15,8535519,0,0,0,0,585,615,176422,178009,0,0.0
"US, VA",2020-03-01,8535519,0,0,0,0,585,615,137279,128352,0,0.0
"US, VA",2020-03-16,8535519,0,0,0,0,585,615,82824,72017,0,0.0
"US, VA",2020-03-31,8535519,444,17203,721,16759,585,615,23195,20740,3271,4.037068969059014
"US, VA",2020-04-15,8535519,5286,157128,22117,151842,585,615,2031,3178,29208,19.541049287495834
"US, VA",2020-04-30,8535519,11393,325784,42942,271449,585,615,13920,14841,65722,21.79333358207353
"US, VA",2020-05-15,8535519,17110,527268,71357,438801,585,615,31860,31610,93381,19.045672309635957
"US, VA",2020-05-30,8535519,21886,738119,96372,619861,585,615,44268,44327,114780,16.723126390580067
"US, VA",2020-06-14,8535519,24414,869438,114299,730725,585,615,54294,54657,127389,15.707351205593563
"US, VA",2020-06-29,8535519,28082,996394,131864,836448,585,615,64023,64377,145576,15.648781302598634
"US, VA",2020-07-14,8535519,30622,1192619,154370,1007627,585,615,77665,78427,172076,15.462440773718052
"US, VA",2020-07-29,8535519,33896,1429813,187078,1208839,585,615,92745,94312,206315,15.47120946378321
"US, VA",2020-08-13,8535519,36466,1651653,211714,1403469,585,615,78475,80135,229848,14.915820562821143
"US, VA",2020-08-28,8535519,39675,1869335,232314,1596857,585,615,26735,27346,0,0.0
"US, VA",2020-09-12,8535519,44349,2088525,251552,1791119,585,615,2,2,0,0.0
"US, VA",2020-09-27,8535519,49001,2277840,269005,1956547,585,615,0,0,0,0.0
"US, VA",2020-10-12,8535519,52023,2505186,286492,2159600,585,615,2628,2692,0,0.0
"US, VA",2020-10-27,8535519,18149,891175,99257,773151,195,205,1845,1892,0,0.0
"US, WI",2020-01-01,5822434,0,0,0,0,615,675,187509,194694,0,0.0
"US, WI",2020-01-16,5822434,0,0,0,0,615,675,198481,207829,0,0.0
"US, WI",2020-01-31,5822434,0,0,0,0,615,675,214433,225582,0,0.0
"US, WI",2020-02-15,5822434,0,0,0,0,615,675,205798,206066,0,0.0
"US, WI",2020-03-01,5822434,0,0,0,0,615,675,165610,145382,0,0.0
"US, WI",2020-03-16,5822434,0,0,0,0,615,675,101674,78593,0,0.0
"US, WI",2020-03-31,5822434,468,10324,0,9856,615,675,26674,19876,3016,6.2591436919986645
"US, WI",2020-04-15,5822434,3688,75060,0,71372,615,675,559,1019,19300,27.955673557754675
"US, WI",2020-04-30,5822434,5609,137664,67894,64161,615,675,12684,12352,25928,20.3976962364976
"US, WI",2020-05-15,5822434,7446,216425,125002,83977,615,675,32277,29368,33519,16.703011081887738
"US, WI",2020-05-30,5822434,9589,305669,204486,91594,615,675,43020,40400,42023,14.743812561745193
"US, WI",2020-06-14,5822434,11077,373897,287307,75513,615,675,50890,49110,48344,13.876582963121246
"US, WI",2020-06-29,5822434,12020,484104,381176,90908,615,675,59122,57916,54456,12.10129610614822
"US, WI",2020-07-14,5822434,12912,661676,512596,136168,615,675,71683,71073,62826,10.21312899568979
"US, WI",2020-07-29,5822434,14516,855490,696730,144244,615,675,86427,86394,72544,9.099374197588777
"US, WI",2020-08-13,5822434,15941,1023622,886101,121580,615,675,73593,73802,81716,8.559016903894891
"US, WI",2020-08-28,5822434,17292,1190839,1054679,118868,615,675,25125,25207,0,0.0
"US, WI",2020-09-12,5822434,18603,1488971,1270444,199924,615,675,0,1,0,0.0
"US, WI",2020-09-27,5822434,20623,1986087,1605406,360058,615,675,0,0,0,0.0
"US, WI",2020-10-12,5822434,24491,2712558,2068873,539153,615,675,2451,2463,0,0.0
"US, WI",2020-10-27,5822434,9700,1135622,840451,226741,205,225,1726,1731,0,0.0
"US, MT",2020-01-01,1068778,0,0,0,0,405,480,81387,86173,0,0.0
"US, MT",2020-01-16,1068778,0,0,0,0,405,480,86436,89706,0,0.0
"US, MT",2020-01-31,1068778,0,0,0,0,405,480,93585,94282,0,0.0
"US, MT",2020-02-15,1068778,0,0,0,0,405,480,88406,87290,0,0.0
"US, MT",2020-03-01,1068778,0,0,0,0,405,480,68275,66559,0,0.0
"US, MT",2020-03-16,1068778,0,0,0,0,405,480,40230,38781,0,0.0
"US, MT",2020-03-31,1068778,20,1180,537,1160,405,480,10277,9765,144,2.6146403692965925
"US, MT",2020-04-15,1068778,179,6539,4348,6360,405,480,1222,1200,865,14.161793219968903
"US, MT",2020-04-30,1068778,240,6859,6218,401,405,480,9288,8877,929,14.511329806439933
"US, MT",2020-05-15,1068778,244,7154,6586,324,405,480,19337,17875,972,14.556979396112352
"US, MT",2020-05-30,1068778,264,8139,7108,767,405,480,26628,23498,1052,13.8459640648791
"US, MT",2020-06-14,1068778,307,10780,8334,2139,405,480,37249,33130,1303,13.015567271681194
"US, MT",2020-06-29,1068778,369,19776,11023,8384,405,480,55840,51886,1722,9.58892683070175
"US, MT",2020-07-14,1068778,614,41193,21933,18646,405,480,71665,70453,2613,6.857359066655627
"US, MT",2020-07-29,1068778,1001,67294,43113,23180,405,480,80134,83986,3760,5.995314462074177
"US, MT",2020-08-13,1068778,1318,91871,67544,23009,405,480,64510,70126,5369,6.255793059285573
"US, MT",2020-08-28,1068778,1697,119206,88477,29032,405,480,21629,23801,0,0.0
"US, MT",2020-09-12,1068778,2283,152462,115480,34699,405,480,0,1,0,0.0
"US, MT",2020-09-27,1068778,2841,223813,148742,72230,405,480,0,0,0,0.0
"US, MT",2020-10-12,1068778,3821,354381,218024,132536,405,480,2112,2336,0,0.0
"US, MT",2020-10-27,1068778,1706,154882,100997,52179,135,160,1485,1635,0,0.0
"US, OK",2020-01-01,3956971,0,0,0,0,675,630,123449,119105,0,0.0
"US, OK",2020-01-16,3956971,0,0,0,0,675,630,127090,124316,0,0.0
"US, OK",2020-01-31,3956971,0,0,0,0,675,630,131288,130825,0,0.0
"US, OK",2020-02-15,3956971,0,0,0,0,675,630,120374,118947,0,0.0
"US, OK",2020-03-01,3956971,0,0,0,0,675,630,91796,86483,0,0.0
"US, OK",2020-03-16,3956971,0,0,0,0,675,630,54406,48894,0,0.0
"US, OK",2020-03-31,3956971,303,6223,2790,5920,675,630,15625,14091,1391,4.790848675041429
"US, OK",2020-04-15,3956971,2517,43248,26674,40731,675,630,2484,3034,8892,22.14954364241512
"US, OK",2020-04-30,3956971,3848,64561,44768,15945,675,630,14935,15668,11823,19.68134031442045
"US, OK",2020-05-15,3956971,4581,86647,67613,14453,675,630,30139,30446,13792,17.094695492493805
"US, OK",2020-05-30,3956971,5201,106628,88560,12867,675,630,41087,41269,15511,15.562185248171627
"US, OK",2020-06-14,3956971,5548,156976,115480,35948,675,630,49894,50507,18836,12.970363296907474
"US, OK",2020-06-29,3956971,6053,252055,191214,54788,675,630,57916,59269,26362,11.270632136136156
"US, OK",2020-07-14,3956971,6990,406428,316694,82744,675,630,67477,68187,37647,9.938016143553137
"US, OK",2020-07-29,3956971,8648,605826,495630,101548,675,630,76445,74936,51348,9.091911348326168
"US, OK",2020-08-13,3956971,10533,763347,640348,112466,675,630,62884,60458,63807,8.95651659235226
